"ASVNumber","tax.Domain","tax.Supergroup","tax.Division","tax.Subdivision","tax.Class","tax.Order","tax.Family","tax.Genus","tax.Species","boot.Domain","boot.Supergroup","boot.Division","boot.Subdivision","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV_00132","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-2","Dino-Group-II-Clade-2_X","Dino-Group-II-Clade-2_X_sp.",100,100,100,100,100,100,60,60,60
"ASV_00133","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00134","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,98,98,98,98
"ASV_00135","Eukaryota","Obazoa","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa","Lizzia","Lizzia_blondina",100,100,100,100,100,100,100,68,68
"ASV_00136","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,43,43,43,43
"ASV_00137","Eukaryota","TSAR","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachniophyceae_X","NPK2-lineage","NPK2-lineage_X","NPK2-lineage_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00138","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00139","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,100,100,100,100
"ASV_00140","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-30","Dino-Group-II-Clade-30_X","Dino-Group-II-Clade-30_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00141","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nemertea","Nemertea_X","Nemertea_XX",NA,NA,100,100,100,100,99,99,97,45,40
"ASV_00142","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00143","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Biecheleria","Biecheleria_halophila",100,100,100,100,100,100,100,100,52
"ASV_00144","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Mataza-lineage","Mataza-lineage_X","Mataza-lineage_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00145","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00146","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae",NA,NA,100,100,100,100,100,83,79,42,42
"ASV_00147","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Oligotrichida_X","Oligotrichida_XX","Oligotrichida_XX_sp.",100,100,100,100,100,100,59,59,59
"ASV_00148","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12_X","MAST-12_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00149","Eukaryota","TSAR","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Discotrichidae","NASSO_1","NASSO_1_sp.",100,100,100,100,100,100,100,100,100
"ASV_00150","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-13","Dino-Group-II-Clade-13_X","Dino-Group-II-Clade-13_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00151","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,99,28,26,20,20,20,20,20,20
"ASV_00152","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00153","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_nei/rotundata",100,100,100,100,100,68,68,68,68
"ASV_00154","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-16","Dino-Group-II-Clade-16_X","Dino-Group-II-Clade-16_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00155","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-16","Dino-Group-II-Clade-16_X","Dino-Group-II-Clade-16_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00156","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-3","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-3_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00157","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,95,95,95,95
"ASV_00158","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00159","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis",100,100,100,100,100,100,100,100,100
"ASV_00160","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-32","Dino-Group-II-Clade-32_X","Dino-Group-II-Clade-32_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00161","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Florenciellales","Florenciella","Florenciella_parvula",100,100,100,100,100,100,100,100,100
"ASV_00162","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00163","Eukaryota:nucl","Cryptista:nucl","Cryptophyta:nucl","Cryptophyta_X:nucl","Cryptophyceae:nucl","Cryptomonadales:nucl","Cryptomonadales_X:nucl",NA,NA,100,100,100,100,100,76,72,43,43
"ASV_00164","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Proteomonas","Proteomonas_sulcata",100,100,100,100,100,100,100,100,100
"ASV_00165","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00166","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00167","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00168","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-11","MAST-11_X","MAST-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00169","Eukaryota","Obazoa","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa","Aglaura","Aglaura_hemistoma",100,100,100,100,100,100,100,100,100
"ASV_00170","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00171","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,95,95,95,95
"ASV_00172","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Oithona","Oithona_similis",100,100,100,100,100,100,100,100,94
"ASV_00173","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Choreotrichida-Tintinnina","Stenosemellidae","Stenosemella","Stenosemella_pacifica",100,100,100,100,100,100,99,99,99
"ASV_00174","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-2","Dino-Group-II-Clade-2_X","Dino-Group-II-Clade-2_X_sp.",100,100,100,100,100,100,84,84,84
"ASV_00175","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota",NA,NA,NA,NA,100,83,83,80,63,37,37,37,36
"ASV_00176","Eukaryota","Cryptista","Kathablepharidacea","Kathablepharida","Kathablepharidea","Kathablepharidida","Kathablepharidida_X","Kathablepharidida_XX","Kathablepharidida_XX_sp.",100,100,100,100,100,100,100,98,98
"ASV_00177","Eukaryota","TSAR","Alveolata","Ciliophora","CONTH_8","CONTH_8_X","CONTH_8_XX","CONTH_8_XXX","CONTH_8_XXX_sp.",100,100,100,100,99,99,99,99,99
"ASV_00178","Eukaryota","Obazoa","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa","Bougainvillia","Bougainvillia_sp.",100,100,100,100,100,100,100,100,100
"ASV_00179","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus_clade_B",100,100,100,100,100,100,100,100,98
"ASV_00180","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-26","Dino-Group-II-Clade-26_X","Dino-Group-II-Clade-26_X_sp.",100,100,100,99,98,98,66,66,66
"ASV_00181","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-28","Dino-Group-II-Clade-28_X","Dino-Group-II-Clade-28_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00182","Eukaryota:nucl","Cryptista:nucl","Cryptophyta:nucl","Cryptophyta_X:nucl","Cryptophyceae:nucl","Cryptomonadales:nucl","Cryptomonadales_X:nucl",NA,NA,74,74,74,74,74,74,74,40,40
"ASV_00183","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00184","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Cylindrotheca_sp.",100,100,100,100,100,88,88,79,54
"ASV_00185","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Ansanella","Ansanella_natalensis",100,100,100,100,100,100,100,94,93
"ASV_00186","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-5","Dino-Group-II-Clade-5_X","Dino-Group-II-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00187","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00188","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-7","MAST-7A","MAST-7A_sp.",100,100,100,100,100,100,100,100,100
"ASV_00189","Eukaryota","Obazoa","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Appendicularia","Oikopleura","Oikopleura_dioica",100,100,100,100,100,100,100,100,100
"ASV_00190","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-7","MAST-7B","MAST-7B_sp.",100,100,100,100,100,100,100,100,100
"ASV_00191","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00192","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium",NA,100,100,100,100,100,99,98,98,46
"ASV_00193","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-13","Dino-Group-II-Clade-13_X","Dino-Group-II-Clade-13_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00194","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_sp.",100,100,100,100,100,100,100,99,95
"ASV_00195","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00196","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00197","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00198","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-22","Dino-Group-II-Clade-22_X","Dino-Group-II-Clade-22_X_sp.",100,100,100,100,100,100,99,99,99
"ASV_00199","Eukaryota","TSAR","Stramenopiles","Gyrista","Gyrista_X","Gyrista_XX","MAST-1","MAST-1A","MAST-1A_sp.",100,100,100,100,100,100,100,100,100
"ASV_00200","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-12","Dino-Group-II-Clade-12_X","Dino-Group-II-Clade-12_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00201","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,99,99,99,99,99,99,99,99
"ASV_00202","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-33","Dino-Group-II-Clade-33_X","Dino-Group-II-Clade-33_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00203","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00204","Eukaryota","TSAR","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida_X","Chlorarachnida_XX","Chlorarachnida_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_00205","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales",NA,NA,NA,100,100,100,100,100,61,43,32,17
"ASV_00206","Eukaryota:nucl","Cryptista:nucl","Cryptophyta:nucl","Cryptophyta_X:nucl","Cryptophyceae:nucl","Cryptomonadales:nucl","Cryptomonadales_X:nucl",NA,NA,100,100,100,100,100,66,66,34,34
"ASV_00207","Eukaryota","Obazoa","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Capra","Capra_hircus",100,100,100,100,100,100,100,100,100
"ASV_00208","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,90,90,79,77,37,36,36,36
"ASV_00209","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira_profunda",100,100,100,100,100,100,100,97,89
"ASV_00210","Eukaryota","Cryptista","Kathablepharidacea","Kathablepharida","Kathablepharidea","Kathablepharidida","Kathablepharidida_X","Kathablepharidida_XX","Kathablepharidida_XX_sp.",100,100,100,100,100,100,100,97,97
"ASV_00211","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00212","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.",100,100,100,100,100,89,89,89,89
"ASV_00213","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium_sp.",100,100,100,100,100,98,98,98,96
"ASV_00214","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-V","Dino-Group-V_X","Dino-Group-V_XX","Dino-Group-V_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_00215","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_Clade-EC2H","Chrysophyceae_Clade-EC2H_X","Chrysophyceae_Clade-EC2H_XX","Chrysophyceae_Clade-EC2H_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_00216","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00217","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00218","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.",100,100,100,100,100,100,81,75,75
"ASV_00219","Eukaryota","TSAR","Stramenopiles","Gyrista","Gyrista_X","Gyrista_XX","MAST-1","MAST-1B","MAST-1B_sp.",100,100,100,100,100,100,100,100,100
"ASV_00220","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-13","Dino-Group-II-Clade-13_X","Dino-Group-II-Clade-13_X_sp.",100,100,100,100,100,100,99,99,99
"ASV_00221","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae",NA,NA,100,100,100,100,100,58,52,49,41
"ASV_00222","Eukaryota","TSAR","Alveolata","Ciliophora","Prostomatea","Prorodontida","Urotrichidae","Urotricha","Urotricha_sp.",100,100,100,100,100,100,100,99,99
"ASV_00223","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00224","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_Clade-EC2H","Chrysophyceae_Clade-EC2H_X","Chrysophyceae_Clade-EC2H_XX","Chrysophyceae_Clade-EC2H_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_00225","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_3","Acantharea_3b","Acantharea_3b_X","Acantharea_3b_X_sp.",100,100,100,100,100,97,97,97,97
"ASV_00226","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00227","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00228","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,98,98,98,97
"ASV_00229","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00230","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Tontoniidae","Pseudotontonia","Pseudotontonia_sp.",100,100,100,100,100,100,100,100,86
"ASV_00231","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Oligotrichida_X","Oligotrichida_XX","Oligotrichida_XX_sp.",100,100,100,100,100,100,99,99,99
"ASV_00232","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00233","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00234","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-5","Dino-Group-II-Clade-5_X","Dino-Group-II-Clade-5_X_sp.",100,100,100,100,100,100,80,80,80
"ASV_00235","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-7","MAST-7A","MAST-7A_sp.",100,100,100,100,100,100,100,100,100
"ASV_00236","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,98,98,98,97,97,52,52,52
"ASV_00237","Eukaryota:nucl","Cryptista:nucl","Cryptophyta:nucl","Cryptophyta_X:nucl","Cryptophyceae:nucl","Cryptomonadales:nucl","Cryptomonadales_X:nucl","Plagioselmis:nucl","Plagioselmis_lacustris:nucl",100,100,100,100,100,97,88,69,69
"ASV_00238","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-22","Dino-Group-II-Clade-22_X","Dino-Group-II-Clade-22_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00239","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00240","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,96,33,27,18,17,17,16,16,16
"ASV_00241","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_1","Picozoa_subdivision_1A","Picozoa_subdivision_1A_X","Picozoa_subdivision_1A_XX","Picozoa_subdivision_1A_XXX","Picozoa_subdivision_1A_XXX_sp.",100,100,100,100,75,75,75,75,75
"ASV_00242","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00243","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Skeletonemaceae","Skeletonema","Skeletonema_menzelii",100,100,100,100,100,89,83,83,77
"ASV_00244","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3F","MAST-3F_sp.",100,100,100,100,100,100,100,100,100
"ASV_00245","Eukaryota","TSAR",NA,NA,NA,NA,NA,NA,NA,100,51,48,38,32,22,22,22,22
